features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.859693878,329,37,18,8,910
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.854591837,329,37,20,6,970
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.859693878,331,35,20,6,950
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.857142857,328,38,18,8,920
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.841836735,322,44,18,8,980
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_1', 'feature_20', 'feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.852040816,326,40,18,8,940
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.857142857,329,37,19,7,940
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.852040816,328,38,20,6,980
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.849489796,327,39,20,6,990
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.857142857,330,36,20,6,960
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.859693878,330,36,19,7,930
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.859693878,331,35,20,6,950
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,325,41,20,6,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.844387755,323,43,18,8,970
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.834183673,320,46,19,7,1030
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.834183673,319,47,18,8,1010
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.839285714,320,46,17,9,970
"['feature_1', 'feature_20', 'feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.826530612,316,50,18,8,1040
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.818877551,315,51,20,6,1110
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.818877551,313,53,18,8,1070
"['feature_1', 'feature_20', 'feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.808673469,311,55,20,6,1150
"['feature_1', 'feature_20', 'feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.798469388,307,59,20,6,1190
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.852040816,328,38,20,6,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.849489796,327,39,20,6,990
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.852040816,329,37,21,5,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.852040816,328,38,20,6,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.862244898,332,34,20,6,940
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.854591837,329,37,20,6,970
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.836734694,323,43,21,5,1060
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.846938776,327,39,21,5,1020
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.854591837,329,37,20,6,970
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.844387755,324,42,19,7,990
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.862244898,329,37,17,9,880
"['feature_1', 'feature_20', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.841836735,322,44,18,8,980
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.841836735,323,43,19,7,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.836734694,322,44,20,6,1040
"['feature_1', 'feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.846938776,326,40,20,6,1000
"['feature_1', 'feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.834183673,321,45,20,6,1050
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.81377551,313,53,20,6,1130
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.826530612,318,48,20,6,1080
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_1', 'feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81122449,312,54,20,6,1140
"['feature_1', 'feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.801020408,306,60,18,8,1140
"['feature_1', 'feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.785714286,302,64,20,6,1240
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.862244898,330,36,18,8,900
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.852040816,326,40,18,8,940
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.857142857,329,37,19,7,940
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.864795918,331,35,18,8,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.857142857,328,38,18,8,920
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.859693878,328,38,17,9,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.859693878,328,38,17,9,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.846938776,322,44,16,10,920
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.859693878,328,38,17,9,890
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.859693878,326,40,15,11,850
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.864795918,328,38,15,11,830
"['feature_1', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.839285714,318,48,15,11,930
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.852040816,323,43,15,11,880
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.862244898,327,39,15,11,840
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.849489796,322,44,15,11,890
"['feature_1', 'feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_1', 'feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.823979592,311,55,14,12,970
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.849489796,324,42,17,9,930
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.831632653,316,50,16,10,980
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.829081633,315,51,16,10,990
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.834183673,316,50,15,11,950
"['feature_1', 'feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_1', 'feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81377551,306,60,13,13,990
"['feature_1', 'feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.801020408,304,62,16,10,1100
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.834183673,319,47,18,8,1010
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.859693878,329,37,18,8,910
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.852040816,327,39,19,7,960
"['feature_1', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.852040816,326,40,18,8,940
"['feature_1', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_1', 'feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.826530612,314,52,16,10,1000
"['feature_1', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81377551,309,57,16,10,1050
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.869897959,334,32,19,7,890
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.854591837,327,39,18,8,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.864795918,332,34,19,7,910
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.854591837,327,39,18,8,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.854591837,326,40,17,9,910
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.862244898,331,35,19,7,920
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.87755102,335,31,17,9,820
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.857142857,327,39,17,9,900
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.859693878,330,36,19,7,930
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.857142857,329,37,19,7,940
"['feature_20', 'feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.862244898,331,35,19,7,920
